label,candidate_apex_x,loglik,fixed_b,fixed_pi,n,source_file,relative_loglik
CTCF motif,8.0,-1113141.144334172,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-77209.1278538208
CTCF motif,8.25,-1115852.727030083,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-79920.71054973197
CTCF motif,8.5,-1118540.4374687562,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-82608.42098840512
CTCF motif,8.75,-1121202.4459558213,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-85270.42947547021
CTCF motif,9.0,-1123837.246660996,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-87905.2301806449
CTCF motif,9.25,-1126443.6526347145,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-90511.6361543634
CTCF motif,9.5,-1129020.7865982656,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-93088.77011791454
CTCF motif,9.75,-1131568.0673475838,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-95636.05086723273
CTCF motif,10.0,-1134085.1918950877,32.73390871924943,0.4850323756521174,200000,source_data\method_B\TF_vplot\from_server_three_assays\TF_fragL_dist_three_assays\loMNase\CTCF_fragL_dist.txt,-98153.17541473662
bias AAG,-10.0,-1140756.5081249601,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.06680477526970208
bias AAG,-9.75,-1140756.5090490046,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.06772881979122758
bias AAG,-9.5,-1140756.509976889,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.06865670415572822
bias AAG,-9.25,-1140756.5109084116,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0695882267318666
bias AAG,-9.0,-1140756.511843435,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07052325014956295
bias AAG,-8.75,-1140756.5127819912,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07146180630661547
bias AAG,-8.5,-1140756.5137243415,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07240415667183697
bias AAG,-8.25,-1140756.5146710016,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0733508167322725
bias AAG,-8.0,-1140756.5156227145,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07430252968333662
bias AAG,-7.75,-1140756.5165803994,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0752602145075798
bias AAG,-7.5,-1140756.5175450647,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07622487982735038
bias AAG,-7.25,-1140756.5185177112,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07719752634875476
bias AAG,-7.0,-1140756.5194992127,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0781790278851986
bias AAG,-6.75,-1140756.520490182,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.07916999724693596
bias AAG,-6.5,-1140756.5214908125,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08017062768340111
bias AAG,-6.25,-1140756.5225006852,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08118050033226609
bias AAG,-6.0,-1140756.5235185327,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08219834789633751
bias AAG,-5.75,-1140756.5245419482,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08322176337242126
bias AAG,-5.5,-1140756.5255670347,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08424684987403452
bias AAG,-5.25,-1140756.5265880022,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.0852678173687309
bias AAG,-5.0,-1140756.5275967028,0.0,7.89854716312831e-06,200000,source_data\method_B\sequence_bias\MNase_Bias_AAG_loMNase_fragL_dist.txt,-0.08627651794813573
