40	0.0198361720055807
39	0.0192560054148882
52	0.0190073625903057
50	0.018800160236487
44	0.0187725332559778
37	0.0186689320790684
53	0.0186205848631774
38	0.0186067713729228
47	0.0185791443924136
45	0.018565330902159
51	0.0185238904313953
35	0.0184271959996132
49	0.0183374083129584
46	0.0183305015678311
42	0.0182959678421947
48	0.0182614341165582
41	0.0182061801555399
34	0.0180749519981214
31	0.0180473250176122
32	0.0179437238407028
33	0.0179022833699391
55	0.0179022833699391
54	0.0177641484673933
43	0.0175776663489564
36	0.0174119044659014
30	0.0171632616413189
57	0.0167695771690633
58	0.0166038152860083
28	0.0165623748152446
56	0.0165278410896081
59	0.0162239443040073
29	0.0162032240686254
61	0.0156575912035694
60	0.0154089483789869
62	0.0149254762200765
26	0.0146422996698576
27	0.0145525119832028
63	0.0141657342560745
25	0.013868744215601
64	0.0134543395079635
65	0.0133231113505449
67	0.0131987899382537
68	0.013039934800326
66	0.0130330280551987
24	0.0129846808393077
69	0.0120108297763596
70	0.0119141353445775
71	0.0116793060102496
23	0.0115342643625765
72	0.0114651969113036
22	0.010691641457047
73	0.0100700343955907
74	0.0100216871796997
75	0.00991808600279033
77	0.00906855635213349
21	0.00886826074344205
76	0.00864033815424143
79	0.00792203666100314
78	0.00779771524871189
80	0.00759051289489315
20	0.00746619148260191
81	0.00665119555758153
82	0.00637492575248988
83	0.00614009641816198
85	0.00576022543616096
84	0.005642810768997
86	0.00515933861008661
89	0.00500048347215891
87	0.00478637437321288
88	0.00478637437321288
90	0.00451010456812123
91	0.00442722362659373
93	0.00386087052615584
92	0.00384015029077397
94	0.00328070393546337
96	0.00324617020982692
95	0.00280413852168027
97	0.00248642824582487
99	0.00229994612738801
98	0.00225850565662426
100	0.00199604934178719
