motif	n	apex_x	apex_y_channel_width	se_apex_x	se_apex_y	apex_x_lo	apex_x_hi	apex_y_lo	apex_y_hi	pi_enrichment	enrichment_fold	LR	p_chi2	p_perm	delta_aic	loglik_full	loglik_null	status	q_chi2
TCF12_ATAC_fragL_dist	200000	5.433406463614791	0.0	0.23804956712885325	0.0009268296668304431	4.966829312042238	5.8999836151873435	-0.0018165861469876684	0.0018165861469876684	0.1152623295857467	1.5237232504657428	7701.81520358799	0.0	NA	7695.81520358799	-1136905.587329446	-1140756.49493124	ok	0.0
ETV1_ATAC_fragL_dist	200000	10.0	0.0	0.29778531560456944	0.0013107594799485524	9.416340781415045	10.583659218584955	-0.0025690885806991626	0.0025690885806991626	0.14884894335296084	1.7174862814694811	12054.125457077287	0.0	NA	12048.125457077287	-1134729.4322027015	-1140756.49493124	ok	0.0
TCF3_ATAC_fragL_dist	200000	-10.0	0.0	NA	NA	NA	NA	NA	NA	0.1105130840250251	1.5200487955554933	7087.451837927569	0.0	NA	7081.451837927569	-1137212.7690122763	-1140756.49493124	ok	0.0
ZBTB7A_ATAC_fragL_dist	200000	5.619033926731784	0.0	0.13626256543699145	NA	5.351959298475281	5.886108554988287	NA	NA	0.11385982166447232	1.5536920789208624	7436.274052273482	0.0	NA	7430.274052273482	-1137038.3579051034	-1140756.49493124	ok	0.0
KLF6_ATAC_fragL_dist	200000	-6.544842642969852	0.0	0.13460873608504617	NA	-6.808675765696542	-6.2810095202431615	NA	NA	0.21526110868459064	2.077619221030579	24512.956925037783	0.0	NA	24506.956925037783	-1128500.0164687212	-1140756.49493124	ok	0.0
SP2_ATAC_fragL_dist	200000	4.979151885828046	0.0	0.11369921621256882	NA	4.756301422051411	5.202002349604681	NA	NA	0.3051897586001189	2.6420193236939387	46843.19592215633	0.0	NA	46837.19592215633	-1117334.896970162	-1140756.49493124	ok	0.0
KLF1_ATAC_fragL_dist	200000	-4.62882754751361	0.0	0.1472277231326587	0.001310756926265599	-4.917393884853621	-4.3402612101735984	-0.002569083575480574	0.002569083575480574	0.25894277491469314	2.279081922894747	34374.54486553231	0.0	NA	34368.54486553231	-1123569.222498474	-1140756.49493124	ok	0.0
TGIF2_ATAC_fragL_dist	200000	2.199740994122332	0.0	0.1966447722850758	NA	1.8143172404435832	2.5851647478010804	NA	NA	0.13619153499159894	1.6552061214659641	10330.740709175821	0.0	NA	10324.740709175821	-1135591.1245766522	-1140756.49493124	ok	0.0
TAL1_ATAC_fragL_dist	200000	-7.684831942511581	0.0	0.11569225136902557	NA	-7.911588755194871	-7.45807512982829	NA	NA	0.1980798894424658	1.9673202323203802	21185.212817213032	0.0	NA	21179.212817213032	-1130163.8885226336	-1140756.49493124	ok	0.0
SMAD4_ATAC_fragL_dist	200000	0.17165534751258077	0.0	0.2015791204143881	0.0013571631317532674	-0.2234397284996199	0.5667504235247814	-0.0026600397382364038	0.0026600397382364038	0.11283713516871699	1.503046913365607	7347.743750328198	0.0	NA	7341.743750328198	-1137082.623056076	-1140756.49493124	ok	0.0
SMAD3_ATAC_fragL_dist	200000	-1.566902350799903	0.0	0.13820281496575867	NA	-1.83777986813279	-1.296024833467016	NA	NA	0.14608990550811846	1.6755658354656304	11882.769406978972	0.0	NA	11876.769406978972	-1134815.1102277506	-1140756.49493124	ok	0.0
ZFX_ATAC_fragL_dist	200000	-0.17206116901759058	0.0	0.11296884314870657	NA	-0.39348010158905544	0.049357763553874306	NA	NA	0.1472533217842543	1.6885064265020933	12314.392944660969	0.0	NA	12308.392944660969	-1134599.2984589096	-1140756.49493124	ok	0.0
ZNF263_ATAC_fragL_dist	200000	2.4991000786559825	0.0	0.13598535863313688	NA	2.232568775735034	2.765631381576931	NA	NA	0.15608288490322741	1.7310031648325332	13789.482289921027	0.0	NA	13783.482289921027	-1133861.7537862796	-1140756.49493124	ok	0.0
MAZ_ATAC_fragL_dist	200000	-3.8021014796785577	0.0	0.1259331879664596	0.0013107293278710693	-4.048930528092819	-3.5552724312642967	-0.002569029482627296	0.002569029482627296	0.24069801148611847	2.23609643561014	30347.278318335302	0.0	NA	30341.278318335302	-1125582.8557720724	-1140756.49493124	ok	0.0
THRB_ATAC_fragL_dist	200000	6.1816563831819105	0.0	0.13693255585882724	0.001310731709872838	5.913268573698609	6.450044192665212	-0.002569034151350762	0.002569034151350762	0.15521747423694646	1.7414039780099053	13521.320310371928	0.0	NA	13515.320310371928	-1133995.8347760541	-1140756.49493124	ok	0.0
MYBL2_ATAC_fragL_dist	200000	10.0	0.0	0.2597578404669818	NA	9.490874632684715	10.509125367315285	NA	NA	0.08699250379976914	1.4137033692946195	4380.832797928713	0.0	NA	4374.832797928713	-1138566.0785322757	-1140756.49493124	ok	0.0
ELF4_ATAC_fragL_dist	200000	-10.0	0.0	0.32433240621305587	NA	-10.63569151617759	-9.36430848382241	NA	NA	0.13111052184609454	1.6314165243608247	9450.713714352809	0.0	NA	9444.713714352809	-1136031.1380740637	-1140756.49493124	ok	0.0
NR2F6_ATAC_fragL_dist	200000	1.847291622566386	0.0	0.16259291836499196	NA	1.5286095025710018	2.1659737425617704	NA	NA	0.10409627378139644	1.497426938668576	6313.744723744225	0.0	NA	6307.744723744225	-1137599.622569368	-1140756.49493124	ok	0.0
GABPA_ATAC_fragL_dist	200000	10.0	0.0	0.3797078335992273	0.0013108171914447226	9.255772646145514	10.744227353854486	-0.0025692016952316562	0.0025692016952316562	0.140933313356927	1.6785254969064967	10767.48605470499	0.0	NA	10761.48605470499	-1135372.7519038876	-1140756.49493124	ok	0.0
E2F3_ATAC_fragL_dist	200000	-10.0	0.0	0.21654662755364065	NA	-10.424431390005136	-9.575568609994864	NA	NA	0.11787976249381092	1.5474162329295555	7762.523455892224	0.0	NA	7756.523455892224	-1136875.233203294	-1140756.49493124	ok	0.0
