motif	n	apex_x	apex_y_channel_width	se_apex_x	se_apex_y	apex_x_lo	apex_x_hi	apex_y_lo	apex_y_hi	pi_enrichment	enrichment_fold	LR	p_chi2	p_perm	delta_aic	loglik_full	loglik_null	status	q_chi2
MAX_loMNase_fragL_dist	200000	2.101843153572014	4.170954465528657	0.10773979448581064	0.23307244693595766	1.8906731563798251	2.3130131507642027	3.7141324695341797	4.627776461523133	0.11168694640003178	1.8435184367622295	11919.137913665734	0.0	NA	11913.137913665734	-1134796.9259744072	-1140756.49493124	ok	0.0
E2F3_loMNase_fragL_dist	200000	-0.06907861014142115	8.53615359570637	0.07498835680525404	0.16336985127804238	-0.21605578947971904	0.07789856919687675	8.215948687201408	8.856358504211332	0.10363919552129225	1.8202001046733143	11524.032664624974	0.0	NA	11518.032664624974	-1134994.4785989276	-1140756.49493124	ok	0.0
TEAD2_loMNase_fragL_dist	200000	6.216916774695673	0.0	0.25693765706271815	0.0013107326637544546	5.7133189668527455	6.720514582538601	-0.002569036020958731	0.002569036020958731	0.05157818886069466	1.3186218583994387	2386.4093920914456	0.0	NA	2380.4093920914456	-1139563.2902351944	-1140756.49493124	ok	0.0
CTCF_loMNase_fragL_dist	200000	-1.9382005911756393	32.73390871924943	0.031326554078203526	0.09817108878978854	-1.9996006371689181	-1.8768005451823604	32.54149338522144	32.92632405327741	0.4850323756521174	10.932546496967218	229936.25453067734	0.0	NA	229930.25453067734	-1025788.3676659014	-1140756.49493124	ok	0.0
POU5F1_loMNase_fragL_dist	200000	-10.0	0.0	0.27765571921933024	0.0013107361151406894	-10.544205209669887	-9.455794790330113	-0.002569042785675751	0.002569042785675751	0.04825997483346008	1.3047793429842498	2019.1095018647611	0.0	NA	2013.1095018647611	-1139746.9401803077	-1140756.49493124	ok	0.0
SP1_loMNase_fragL_dist	200000	-0.6447793029506165	15.41441660449656	0.03828790588675953	0.09377076045934711	-0.7198235984886652	-0.5697350074125678	15.23062591399624	15.59820729499688	0.2415178997778328	3.4550449290232637	59139.94185532536	0.0	NA	59133.94185532536	-1111186.5240035774	-1140756.49493124	ok	0.0
ESRRB_loMNase_fragL_dist	200000	-1.5212539996487346	3.3199039672412014	0.09115722086410173	0.1885713531822913	-1.699922152542374	-1.3425858467550953	2.9503041150039104	3.6895038194784924	0.07984763078408955	1.5941753963609713	6148.5514207184315	0.0	NA	6142.5514207184315	-1137682.219220881	-1140756.49493124	ok	0.0
ATF2_loMNase_fragL_dist	200000	-0.10461823864074897	4.564447477553986	0.11820354665234295	0.2526889643946034	-0.33629719007934117	0.1270607127978432	4.069177107340563	5.059717847767409	0.09578135969679336	1.6960152063360008	8548.989837263245	0.0	NA	8542.989837263245	-1136482.0000126085	-1140756.49493124	ok	0.0
STAT6_loMNase_fragL_dist	200000	-10.0	0.0	0.28523746120628324	0.0013107219049988772	-10.559065423964315	-9.440934576035685	-0.002569014933797799	0.002569014933797799	0.05124298180777637	1.345854128683386	2321.859659358859	0.0	NA	2315.859659358859	-1139595.5651015607	-1140756.49493124	ok	0.0
PRDM10_loMNase_fragL_dist	200000	-0.6642324602561133	7.6986341228738375	0.10633551828640983	0.22601913632099535	-0.8726500760974765	-0.45581484441475	7.255636615684686	8.141631630062989	0.07164525481349945	1.55327518075355	5664.024916127324	0.0	NA	5658.024916127324	-1137924.4824731764	-1140756.49493124	ok	0.0
SPI1_loMNase_fragL_dist	200000	6.099657892486986	0.0	0.21593582070052805	NA	5.676423683913951	6.522892101060021	NA	NA	0.09307459762861786	1.6039096130435226	7667.1911777304485	0.0	NA	7661.1911777304485	-1136922.8993423749	-1140756.49493124	ok	0.0
CLOCK_loMNase_fragL_dist	200000	0.6568466660021027	9.530440867118978	0.11195818827439913	0.25076114263444266	0.43740861698428046	0.876284715019925	9.03894902755547	10.021932706682486	0.09161060768707109	1.7420064275869431	9248.451797364745	0.0	NA	9242.451797364745	-1136132.2690325577	-1140756.49493124	ok	0.0
E2F4_loMNase_fragL_dist	200000	-2.66550231448864	7.635951933998137	0.06744033067676095	0.14336552675673275	-2.7976853626150917	-2.5333192663621884	7.354955501554941	7.916948366441333	0.1015974717361125	1.8272579656628645	10784.50722419843	0.0	NA	10778.50722419843	-1135364.241319141	-1140756.49493124	ok	0.0
CREB5_loMNase_fragL_dist	200000	-10.0	0.0	0.260804163626122	0.0007567491131108146	-10.5111761607072	-9.4888238392928	-0.0014832282616971965	0.0014832282616971965	0.0724016896677144	1.4604289165922215	4454.693804270122	0.0	NA	4448.693804270122	-1138529.148029105	-1140756.49493124	ok	0.0
USF1_loMNase_fragL_dist	200000	-0.36529098039021085	10.403064701033388	0.10937939771437365	0.25221667802290404	-0.5796745999103832	-0.1509073608700385	9.908720012108496	10.89740938995828	0.1221715266550893	2.032217223203249	16176.159662166145	0.0	NA	16170.159662166145	-1132668.415100157	-1140756.49493124	ok	0.0
MAFF_loMNase_fragL_dist	200000	9.34703508984884	0.0	0.17801181809912164	NA	8.998131926374562	9.695938253323117	NA	NA	0.07400490464915221	1.4435605261151625	4533.557748953346	0.0	NA	4527.557748953346	-1138489.7160567634	-1140756.49493124	ok	0.0
FOXP1_loMNase_fragL_dist	200000	-10.0	0.0	0.12012396065260339	NA	-10.235442962879103	-9.764557037120897	NA	NA	0.05057393545019615	1.3308540485729763	2323.8901294539683	0.0	NA	2317.8901294539683	-1139594.549866513	-1140756.49493124	ok	0.0
KLF16_loMNase_fragL_dist	200000	-0.8016352503853333	16.765223462945638	0.04367640267843601	0.10984422167709645	-0.8872409996350679	-0.7160295011355988	16.54992878845853	16.980518137432746	0.17486635136790427	2.754280458365663	35060.45586821204	0.0	NA	35054.45586821204	-1123226.266997134	-1140756.49493124	ok	0.0
USF2_loMNase_fragL_dist	200000	3.1444911842006715	3.835142542895693	0.12087020241288977	0.268472347830219	2.9075855874714076	3.3813967809299355	3.308936741148464	4.361348344642923	0.12930392770776533	1.9493592636689656	15307.325246406253	0.0	NA	15301.325246406253	-1133102.832308037	-1140756.49493124	ok	0.0
E2F1_loMNase_fragL_dist	200000	0.33926604810000827	8.975329017045421	0.12042114389240294	0.2637556036438446	0.10324060607089852	0.575291490129118	8.458368033903486	9.492290000187356	0.08488440716126157	1.6420557250124912	8025.605736573692	0.0	NA	8019.605736573692	-1136743.6920629533	-1140756.49493124	ok	0.0
FOXA3_loMNase_fragL_dist	200000	-10.0	0.0	0.3074044559586771	NA	-10.602512733679006	-9.397487266320994	NA	NA	0.054105476378760405	1.3618579665394648	2639.2093461593613	0.0	NA	2633.2093461593613	-1139436.8902581604	-1140756.49493124	ok	0.0
ZBTB12_loMNase_fragL_dist	200000	7.967299061001147	4.8651597675485485	0.3435303579930481	0.8631623942012508	7.2939795593347725	8.640618562667521	3.173361474914097	6.556958060183	0.048249986988477586	1.316259579156047	2493.3497397350147	0.0	NA	2487.3497397350147	-1139509.8200613726	-1140756.49493124	ok	0.0
