motif	n	apex_x	apex_y_channel_width	se_apex_x	se_apex_y	apex_x_lo	apex_x_hi	apex_y_lo	apex_y_hi	pi_enrichment	enrichment_fold	LR	p_chi2	p_perm	delta_aic	loglik_full	loglik_null	status	q_chi2
TCF3_DNase_fragL_dist	200000	-10.0	0.0	0.4273917338666683	NA	-10.83768779837867	-9.16231220162133	NA	NA	0.09551300521677986	1.5006335883140363	6634.302047051489	0.0	NA	6628.302047051489	-1137439.3439077144	-1140756.49493124	ok	0.0
SMAD4_DNase_fragL_dist	200000	4.824325594633884	0.0	0.14935988882309476	NA	4.531580212540619	5.11707097672715	NA	NA	0.08603853170104193	1.4411213652914248	5410.872394730803	0.0	NA	5404.872394730803	-1138051.0587338747	-1140756.49493124	ok	0.0
ETS1_DNase_fragL_dist	200000	-5.134248456890315	0.0	0.09129157236623804	NA	-5.313179938728142	-4.955316975052488	NA	NA	0.14011991695331238	1.7656121254867267	13571.919439074583	0.0	NA	13565.919439074583	-1133970.5352117028	-1140756.49493124	ok	0.0
ETV1_DNase_fragL_dist	200000	-4.133498827576256	0.0	0.08522358583237807	NA	-4.300537055807717	-3.966460599344795	NA	NA	0.14627295613836128	1.7922096641850296	14780.703892716207	0.0	NA	14774.703892716207	-1133366.142984882	-1140756.49493124	ok	0.0
ZNF263_DNase_fragL_dist	200000	6.63455884004637	0.0	0.08526359814746393	NA	6.467442187677341	6.8016754924153995	NA	NA	0.11114808121864236	1.5792649548073168	8927.461990334094	0.0	NA	8921.461990334094	-1136292.763936073	-1140756.49493124	ok	0.0
SMAD2_DNase_fragL_dist	200000	-5.566208562997329	0.0	0.44292457605484215	NA	-6.43434073206482	-4.6980763939298384	NA	NA	0.07199442850573448	1.355983241858168	3856.978389142081	0.0	NA	3850.978389142081	-1138828.005736669	-1140756.49493124	ok	0.0
THRB_DNase_fragL_dist	200000	-4.055706178071676	0.0	0.12737263524674874	NA	-4.305356543155304	-3.8060558129880486	NA	NA	0.14038387101919894	1.7486333043269477	13697.818139848765	0.0	NA	13691.818139848765	-1133907.5858613157	-1140756.49493124	ok	0.0
ELF4_DNase_fragL_dist	200000	-7.057047207909629	0.0	0.32805433658037797	0.0009268198563297517	-7.70003370760717	-6.414060708212088	-0.0018165669184063134	0.0018165669184063134	0.11158070082370095	1.5728002345249608	8919.023156025447	0.0	NA	8913.023156025447	-1136296.9833532274	-1140756.49493124	ok	0.0
GABPA_DNase_fragL_dist	200000	-3.9452621236897474	0.0	0.11221974044557345	NA	-4.165212814963072	-3.7253114324164236	NA	NA	0.14687218921321035	1.8019071739042793	14896.154129784554	0.0	NA	14890.154129784554	-1133308.4178663478	-1140756.49493124	ok	0.0
SMAD3_DNase_fragL_dist	200000	2.8266989430954528	0.0	0.15993499562503286	0.001310769677746153	2.5132263516703883	3.1401715345205172	-0.00256910856838246	0.00256910856838246	0.10794972464774606	1.5684815270573769	8264.288330805022	0.0	NA	8258.288330805022	-1136624.3507658376	-1140756.49493124	ok	0.0
