assay,feature,cutoff,margin,max_bias,min_TF,unit
loMNase,V-channel width,6.708921215961457,6.708471618986781,0.0004495969746763,13.417392834948238,bp
loMNase,Inside-V enrichment,0.6417757861672906,0.5676839740134889,0.0740918121538016,1.2094597601807795,log2
DNase,V-channel width,9.154892066855576,9.154595157750196,0.0002969091053805,18.30948722460577,bp
DNase,Inside-V enrichment,0.6304094709936522,0.49550191837371627,0.1349075526199359,1.1259113893673685,log2
ATAC,V-channel width,19.998395142799787,19.148438893082343,0.849956249717442,39.14683403588213,bp
ATAC,Inside-V enrichment,0.4580046081180493,0.22071784744068174,0.2372867606773675,0.678722455558731,log2
